index,file,obj_id,class,xmax,xmin,ymax,ymin
15584,2010_001159,0,bird,356,244,330,55
15588,2011_001531,0,sofa,499,328,374,191
15589,2011_001531,1,sofa,375,104,261,157
15592,2009_004582,0,sofa,500,1,375,1
15600,2008_001092,2,sofa,471,1,338,99
15601,2011_002992,0,aeroplane,472,1,335,15
15604,2011_001243,0,person,356,1,500,76
15610,2009_005111,0,aeroplane,485,17,230,69
15611,2010_004960,0,bird,303,240,238,143
15616,2008_000367,1,aeroplane,500,1,357,1
15637,2010_000284,0,sofa,498,247,351,207
15638,2010_000284,1,sofa,169,15,321,172
15652,2008_007434,0,bird,423,155,321,72
15653,2008_007434,1,bird,500,240,157,1
15666,2011_000820,0,sofa,375,1,500,180
15670,2007_005281,4,person,110,97,253,228
15688,2008_006058,0,bird,239,179,216,145
15689,2008_006058,1,bird,287,244,234,192
15690,2010_004948,0,bird,243,128,312,172
15691,2010_005101,0,aeroplane,386,94,231,145
15694,2011_003118,0,person,331,163,470,83
15709,2007_001568,0,aeroplane,400,3,372,42
15718,2008_003493,1,person,272,153,358,36
15721,2011_001733,2,sofa,500,1,231,34
15726,2009_004794,5,person,153,12,267,99
15758,2008_007839,0,bird,431,314,129,32
15759,2010_005129,0,bird,227,167,313,173
15765,2012_004309,0,person,298,110,375,212
15766,2011_001914,1,sofa,485,1,375,12
15771,2012_001271,0,person,480,161,321,48
15781,2008_002000,0,aeroplane,457,33,294,84
15782,2008_002000,1,aeroplane,483,420,199,165
15783,2008_002000,2,aeroplane,500,480,204,174
15789,2009_001607,0,bird,230,53,350,58
15797,2008_006500,8,person,188,180,208,199
15806,2008_003478,0,aeroplane,220,1,121,46
15808,2008_003478,2,person,353,303,175,55
15809,2008_004317,0,bird,500,140,500,64
15816,2008_004459,0,person,341,1,375,47
15818,2008_004459,2,sofa,500,1,375,77
15829,2008_008263,0,aeroplane,391,305,125,85
15841,2011_006935,3,person,213,204,286,265
15844,2008_005035,0,sofa,375,44,435,140
15845,2008_005035,1,person,243,52,500,105
15863,2009_003993,0,bird,474,60,390,81
15865,2008_008276,0,sofa,500,1,318,155
15866,2008_007145,0,aeroplane,500,1,274,1
15871,2009_000242,0,sofa,476,54,375,218
15876,2010_002684,0,aeroplane,453,26,302,188
15877,2008_007623,0,bird,451,71,300,141
15879,2008_002983,0,bird,414,88,274,21
15880,2009_002333,1,person,500,82,333,1
15907,2010_000939,0,aeroplane,399,183,230,157
15910,2009_001160,0,bird,161,35,446,120
15921,2007_009684,0,sofa,500,192,375,148
15924,2010_002860,1,sofa,500,1,373,141
15929,2008_008538,1,sofa,277,55,375,181
15930,2008_002773,6,aeroplane,189,139,141,111
15931,2008_002773,7,aeroplane,173,121,119,87
15932,2008_002773,8,aeroplane,199,148,106,75
15933,2008_002773,9,aeroplane,219,166,128,95
15937,2009_003005,0,aeroplane,482,17,225,78
15942,2007_008203,0,sofa,426,331,247,148
15943,2007_008203,1,sofa,304,38,360,188
15947,2010_005896,0,bird,352,215,216,48
15948,2009_003950,0,aeroplane,495,14,224,110
15951,2009_004781,1,person,345,190,275,1
15952,2011_000438,1,person,202,1,366,137
15956,2009_004959,0,bird,357,134,422,84
15957,2009_004959,1,bird,350,86,300,60
15958,2010_003559,0,aeroplane,461,99,266,148
15959,2010_003559,1,aeroplane,54,1,204,181
15960,2010_003559,2,aeroplane,80,45,194,181
15961,2010_003559,3,aeroplane,151,119,190,177
15966,2011_004892,0,person,423,151,375,140
15974,2010_000722,3,person,488,401,146,1
15991,2010_003203,0,sofa,282,1,400,364
15992,2010_003203,1,sofa,111,1,341,299
15996,2007_006212,0,aeroplane,475,7,339,151
16001,2010_001372,0,bird,395,116,209,133
16015,2009_001809,1,person,500,440,375,164
16016,2009_001809,2,person,422,257,375,180
16023,2011_002561,0,sofa,500,1,333,14
16029,2009_004540,0,bird,378,230,375,18
16030,2008_005236,0,sofa,375,1,389,53
16039,2008_007421,0,person,167,44,248,64
16040,2010_003798,0,aeroplane,494,6,313,118
16052,2009_000040,0,bird,433,102,274,16
16054,2010_004791,0,aeroplane,467,125,216,91
16075,2009_000732,0,sofa,325,45,343,27
16077,2010_002492,1,person,362,182,337,33
16078,2010_002492,2,person,408,392,272,223
16082,2008_003653,0,person,404,334,373,150
16083,2008_003653,1,person,54,23,252,181
16090,2010_000285,0,aeroplane,317,140,243,110
16092,2008_006703,0,aeroplane,336,58,226,138
16095,2012_000378,2,person,203,193,244,216
16099,2007_003815,4,person,333,288,149,125
16101,2008_008048,0,aeroplane,339,303,119,82
16102,2008_008048,1,aeroplane,297,259,116,79
16103,2008_008048,2,aeroplane,307,270,144,115
16104,2008_008048,3,aeroplane,259,226,172,143
16105,2008_008048,4,aeroplane,255,218,138,107
16106,2008_008048,5,aeroplane,246,211,111,77
16107,2008_008048,6,aeroplane,202,166,142,104
16108,2008_008048,7,aeroplane,211,175,174,141
16109,2008_008048,8,aeroplane,153,119,171,134
16122,2011_002978,12,person,92,63,216,164
16125,2009_001376,1,sofa,500,1,375,15
16126,2008_000400,0,bird,297,216,234,157
16128,2008_004666,6,person,500,363,375,8
16134,2009_004568,0,bird,159,93,148,88
16135,2009_004568,1,bird,262,205,167,102
16136,2009_004568,2,bird,241,168,221,93
16137,2009_004568,3,bird,198,161,259,199
16138,2009_004568,4,bird,294,231,312,241
16139,2009_004568,5,bird,450,380,292,219
16140,2009_004568,6,bird,492,392,239,181
16142,2008_004100,0,aeroplane,500,36,200,92
16144,2008_007409,0,aeroplane,326,150,201,112
16153,2010_003983,0,aeroplane,473,1,375,12
16154,2010_003983,1,aeroplane,500,412,203,107
16155,2010_003983,2,person,198,122,375,163
16165,2008_006924,1,bird,331,132,218,89
16168,2008_003684,2,person,368,327,248,190
16188,2010_000534,4,person,185,175,130,105
16193,2011_002993,0,aeroplane,112,55,234,189
16197,2010_002337,0,sofa,393,177,225,65
16203,2011_000148,0,person,228,28,360,41
16204,2009_002680,0,aeroplane,500,1,244,61
16215,2011_002039,4,person,99,35,192,39
16219,2011_005756,0,person,295,108,413,88
16220,2011_001518,0,sofa,414,2,316,154
16222,2011_004460,0,person,322,160,256,103
16226,2007_009323,0,bird,483,378,345,239
16227,2007_009323,1,bird,328,221,145,79
16228,2007_009323,2,bird,82,2,262,168
16257,2010_003015,0,bird,488,131,128,49
16260,2011_004312,2,person,335,310,205,143
16273,2008_003733,0,sofa,375,1,500,277
16274,2008_003733,1,person,375,184,500,178
16281,2009_004346,0,bird,324,216,222,134
16282,2008_003041,0,aeroplane,500,20,317,86
16283,2010_001951,0,person,433,403,237,166
16291,2011_002830,2,person,348,268,375,44
16295,2010_003820,0,bird,200,95,172,110
16296,2008_002439,0,person,283,79,333,156
16297,2011_000799,0,person,415,281,281,19
16298,2008_006677,0,aeroplane,275,48,208,131
16299,2009_001570,0,bird,358,90,423,96
16311,2008_002377,6,person,339,211,257,62
16313,2010_001979,0,aeroplane,395,123,265,88
16314,2009_005070,2,sofa,500,393,333,250
16319,2012_001674,2,person,375,203,500,1
16325,2009_003373,0,sofa,403,108,375,182
16326,2009_003373,1,sofa,104,1,332,203
16336,2009_000849,0,bird,459,13,304,111
16337,2010_002531,1,sofa,500,1,375,1
16351,2009_002086,0,bird,355,267,375,90
16371,2008_001681,4,person,121,106,275,237
16372,2010_003149,0,sofa,317,1,357,76
16377,2010_001992,0,bird,364,205,210,81
16378,2010_001992,1,bird,321,180,282,184
16381,2008_004935,0,aeroplane,470,427,187,163
16382,2008_004935,1,aeroplane,267,224,149,126
16383,2008_004935,2,aeroplane,133,90,151,130
16386,2008_005395,1,sofa,500,40,284,115
16393,2010_003613,0,sofa,500,1,265,1
16404,2009_002910,0,aeroplane,487,25,225,119
16405,2009_002910,1,aeroplane,498,455,151,136
16406,2009_002910,2,aeroplane,400,357,161,140
16407,2009_002910,3,aeroplane,82,1,178,140
16410,2011_002617,0,aeroplane,481,71,320,61
16415,2010_005276,3,person,344,188,207,1
16425,2008_005626,0,bird,375,247,172,109
16426,2008_005626,1,bird,241,103,205,158
16427,2008_005626,2,bird,177,36,318,259
16428,2008_005626,3,bird,206,109,156,74
16429,2008_005626,4,bird,446,382,299,220
16439,2008_008464,0,aeroplane,436,33,190,43
16447,2011_001691,0,sofa,167,2,422,196
16448,2011_001691,1,sofa,336,239,348,219
16454,2009_002253,0,sofa,497,63,332,87
16455,2009_002253,1,sofa,135,1,375,230
16456,2008_008470,0,sofa,375,1,375,241
16457,2008_008470,1,sofa,391,113,321,199
16458,2008_008470,2,sofa,500,420,306,197
16473,2010_000865,2,person,61,43,208,166
16474,2010_000865,3,person,45,33,206,169
16478,2011_001875,0,aeroplane,275,120,170,110
16479,2011_001875,1,aeroplane,432,151,333,273
16482,2008_006461,0,bird,284,189,144,105
16488,2008_004276,0,bird,500,115,375,11
16499,2008_001468,0,aeroplane,500,9,359,120
16500,2009_001000,0,person,54,6,121,1
16516,2009_004193,1,sofa,500,1,333,2
16518,2011_001134,0,bird,460,240,419,70
16519,2011_001134,1,bird,447,336,338,208
16520,2011_001134,2,bird,363,175,496,141
16521,2011_001134,3,bird,145,17,405,39
16522,2011_001134,4,bird,477,401,224,74
16523,2011_001134,5,bird,172,71,290,170
16524,2011_001652,0,bird,198,123,204,67
16525,2011_001652,1,bird,322,230,333,119
16526,2010_000124,2,person,471,3,374,1
16529,2009_000487,0,sofa,207,14,215,146
16533,2009_004839,0,sofa,458,85,338,176
16543,2007_002896,0,bird,253,124,500,71
16555,2009_005299,1,sofa,500,1,375,1
16558,2007_005647,0,sofa,380,314,214,141
16559,2007_005647,1,sofa,500,405,199,131
16572,2008_007970,0,aeroplane,500,1,253,49
16595,2011_000572,3,sofa,447,376,294,183
16609,2008_005803,0,bird,420,98,433,122
16617,2010_003361,1,aeroplane,500,1,273,55
16618,2010_003361,2,aeroplane,225,184,173,141
16630,2011_007209,4,person,290,247,240,198
16642,2011_002359,0,sofa,453,2,373,114
16657,2009_002286,0,bird,348,169,211,105
16667,2008_001495,0,bird,495,7,237,8
16693,2008_005618,0,bird,422,108,440,102
16699,2008_006311,5,person,496,365,329,82
16714,2008_006463,0,aeroplane,494,1,281,82
16724,2008_008466,1,person,279,221,244,138
16726,2008_008300,0,aeroplane,348,25,206,129
16736,2009_002523,4,sofa,283,63,375,208
16745,2008_008314,0,bird,291,73,281,111
16746,2010_005937,0,sofa,500,1,332,1
16749,2009_000320,0,aeroplane,364,270,63,7
16750,2009_000320,1,aeroplane,402,306,104,44
16751,2009_000320,2,aeroplane,304,209,146,88
16752,2009_000320,3,aeroplane,439,341,146,82
16753,2009_000320,4,aeroplane,335,241,187,131
16754,2009_000320,5,aeroplane,359,263,231,175
16755,2009_000320,6,aeroplane,258,166,276,220
16756,2009_000320,7,aeroplane,273,178,320,262
16757,2009_001980,0,sofa,451,1,318,1
16769,2009_004620,0,aeroplane,486,10,313,69
16781,2011_000016,15,person,500,360,375,172
16810,2011_000002,0,bird,224,150,269,207
16837,2011_005634,0,person,309,66,349,88
16838,2010_002527,1,sofa,500,1,235,1
16848,2011_001320,0,aeroplane,495,6,272,92
16850,2008_000589,0,sofa,252,118,210,123
16851,2008_000589,1,sofa,443,251,207,122
16852,2008_000589,2,sofa,475,265,322,171
16853,2008_000589,3,sofa,153,1,192,111
16854,2012_000583,0,person,366,214,310,42
16865,2008_004704,0,aeroplane,500,3,322,1
16872,2012_002419,2,person,127,59,375,177
16873,2008_008658,0,sofa,313,4,295,137
16875,2008_000204,1,person,164,132,293,217
16884,2009_003417,0,bird,122,73,266,104
16885,2009_003417,1,bird,304,270,210,179
16891,2010_004817,0,aeroplane,245,1,310,225
16898,2008_002349,0,bird,224,7,312,133
16899,2008_002349,1,bird,495,360,314,130
16900,2008_002349,2,bird,257,198,273,202
16901,2008_002349,3,bird,235,186,172,129
16902,2008_002349,4,bird,123,54,93,63
16903,2008_002349,5,bird,237,200,33,9
16904,2008_002349,6,bird,87,50,35,17
16909,2011_005191,0,person,195,139,184,99
16913,2009_002047,0,aeroplane,483,55,236,82
16916,2010_006782,0,person,222,47,375,2
16919,2010_003822,3,sofa,408,321,260,209
16921,2009_000122,0,aeroplane,476,25,220,95
16922,2011_005185,0,person,389,162,375,125
16927,2008_007225,5,person,61,42,357,312
16931,2008_008116,0,sofa,500,55,375,141
16937,2011_000162,2,sofa,205,1,374,13
16939,2010_005472,0,bird,212,93,187,126
16940,2011_002775,1,sofa,97,1,290,190
16941,2011_002775,2,sofa,223,1,375,254
16956,2008_003876,0,aeroplane,498,3,213,112
16958,2010_003771,0,bird,365,175,332,84
16971,2010_004778,5,person,357,231,193,72
16989,2010_000250,0,aeroplane,495,5,230,62
16995,2007_001027,4,sofa,500,401,375,270
17001,2011_007143,1,person,500,350,333,117
17006,2011_001254,0,bird,344,1,319,18
17010,2012_001931,2,person,276,233,370,274
17018,2012_001702,1,person,316,266,134,1
17020,2009_001360,0,bird,344,144,334,1
17040,2008_004670,10,sofa,311,71,312,149
17048,2008_005208,0,bird,419,35,97,63
17050,2011_005967,0,person,283,238,224,137
17057,2008_006715,0,bird,399,302,255,133
17059,2008_000364,1,person,404,219,370,139
17071,2012_001716,3,person,68,12,225,92
17077,2008_004894,1,sofa,500,252,228,1
17078,2011_001283,0,sofa,484,55,374,172
17092,2008_007423,0,bird,403,291,414,155
17093,2011_000823,6,person,421,274,375,165
17094,2011_000823,7,person,432,319,290,155
17096,2011_000823,9,person,199,89,356,132
17110,2007_007481,0,bird,362,61,317,53
17112,2008_001046,1,person,266,224,281,156
17123,2009_001348,0,bird,374,86,500,16
17125,2009_000056,0,person,363,317,482,357
17145,2007_000661,0,sofa,331,119,278,177
17149,2011_000374,0,bird,255,162,322,53
17152,2008_007812,0,bird,325,93,375,90
17157,2011_005542,0,person,366,35,323,123
17158,2007_005043,0,aeroplane,426,309,227,200
17159,2008_003484,0,bird,482,372,329,80
17160,2008_003484,1,bird,87,12,191,16
17161,2012_002790,0,person,349,189,377,130
17171,2008_000833,5,person,231,208,235,174
17176,2010_004546,0,aeroplane,500,1,326,16
17179,2010_002137,1,sofa,375,27,500,269
17182,2010_006351,0,person,309,187,266,108
17198,2010_006437,0,person,403,350,302,184
17202,2008_000199,0,person,500,412,354,59
17253,2008_006265,0,aeroplane,487,1,293,35
17258,2008_006265,5,person,487,480,257,239
17276,2012_001514,1,person,355,340,134,102
17279,2012_003303,0,person,500,1,375,1
17280,2009_002319,0,bird,398,1,500,93
17285,2008_005036,0,aeroplane,388,67,199,83
17297,2010_000091,0,aeroplane,288,167,229,132
17298,2008_008512,0,bird,266,160,288,94
17302,2012_000144,1,person,175,113,140,29
17305,2008_001536,1,person,256,64,333,23
17306,2008_001536,2,person,469,249,333,19
17307,2008_000628,0,person,500,69,333,1
17308,2008_008274,0,bird,465,33,375,3
17329,2011_006936,0,person,252,234,500,448
17330,2008_005750,0,aeroplane,375,135,500,326
17331,2008_005750,1,aeroplane,272,1,500,314
17344,2008_001522,0,bird,136,71,355,291
17345,2008_001522,1,bird,245,126,375,230
17346,2008_001522,2,bird,309,214,372,135
17347,2008_001522,3,bird,55,13,362,311
17348,2008_001522,4,bird,45,1,368,334
17349,2009_000254,0,bird,429,58,294,28
17351,2012_001528,0,person,188,154,275,162
17352,2008_008506,0,bird,287,82,318,219
17354,2009_004754,0,bird,324,35,475,77
17356,2009_002325,0,sofa,139,8,337,185
17357,2009_002325,1,sofa,333,128,250,171
17374,2012_003458,3,person,227,111,239,107
17377,2008_008507,0,aeroplane,474,60,160,22
17379,2009_000527,0,bird,338,207,243,26
17403,2008_005779,0,aeroplane,375,38,363,1
17404,2008_005779,1,aeroplane,160,1,251,218
17409,2009_003760,0,aeroplane,470,36,249,89
17412,2009_005311,7,person,232,74,307,175
17423,2010_002877,2,person,237,191,286,159
17427,2008_007608,0,bird,369,154,301,72
17428,2008_007608,1,bird,441,334,291,85
17429,2008_007608,2,bird,171,38,252,93
17430,2008_007608,3,bird,334,109,188,61
17431,2008_007608,4,bird,205,160,109,78
17432,2008_007608,5,bird,500,414,211,86
17433,2008_007608,6,bird,365,258,218,58
17434,2012_001273,0,person,193,139,323,152
17435,2012_001273,1,person,309,216,375,180
17440,2011_001902,0,bird,231,70,414,58
17442,2009_001605,0,sofa,500,68,269,59
17455,2010_000912,0,sofa,266,1,397,168
17459,2009_003947,0,aeroplane,497,13,225,110
17464,2007_000648,5,aeroplane,474,328,192,86
17468,2012_000192,0,person,252,140,257,50
17472,2009_004782,0,sofa,500,1,375,90
17474,2008_003485,0,bird,265,172,329,262
17475,2008_003485,1,bird,153,21,306,252
17476,2008_003485,2,bird,221,141,262,226
17477,2008_003485,3,bird,143,42,264,232
17478,2008_003485,4,bird,345,269,229,198
17479,2008_003485,5,bird,470,425,212,170
17480,2008_003485,6,bird,426,345,238,204
17481,2008_003485,7,bird,409,350,264,222
17482,2008_003485,8,bird,361,321,214,170
17483,2008_003485,9,bird,262,222,236,183
17484,2008_003485,10,bird,391,358,207,177
17492,2008_000832,0,bird,430,58,301,63
17498,2011_005225,0,person,168,71,242,92
17505,2011_006704,0,person,306,137,300,48
17506,2011_000375,2,person,472,261,343,112
17516,2011_000413,3,person,278,196,351,99
17532,2008_008705,4,person,55,37,291,217
17540,2007_006946,0,aeroplane,489,7,308,2
17555,2012_002544,1,person,311,202,316,40
17562,2008_004881,3,sofa,164,1,347,157
17565,2011_002947,1,person,423,158,347,50
17566,2010_005498,0,bird,500,93,375,1
17569,2008_007350,0,aeroplane,482,37,263,141
17572,2008_001735,0,person,268,23,402,19
17574,2011_002953,1,sofa,359,86,374,156
17576,2008_005553,1,person,83,8,216,1
17602,2009_001375,0,bird,341,63,236,103
17603,2009_001375,1,bird,443,393,139,104
17604,2009_001375,2,bird,380,355,135,92
17605,2009_001375,3,bird,311,274,137,112
17606,2009_001375,4,bird,264,253,137,115
17608,2008_004671,0,bird,272,222,177,140
17610,2008_002200,0,bird,409,192,398,168
17619,2008_006700,0,aeroplane,482,23,223,113
17620,2008_005209,0,bird,287,111,155,24
17621,2008_005209,1,bird,477,208,342,191
17636,2008_006933,0,aeroplane,500,18,356,29
17639,2008_006933,3,person,321,293,354,264
17645,2008_007393,1,sofa,500,1,333,7
17647,2008_005584,0,bird,449,342,293,177
17650,2009_002683,0,sofa,445,235,400,250
17659,2007_008764,0,bird,340,100,325,38
17668,2010_005301,0,aeroplane,493,20,221,79
17669,2010_005301,1,aeroplane,196,104,100,60
17670,2010_005301,2,aeroplane,255,161,111,75
17671,2010_005301,3,aeroplane,340,250,104,76
17672,2010_005301,4,aeroplane,406,328,97,74
17673,2010_005301,5,aeroplane,463,396,97,70
17684,2010_003016,3,person,411,358,335,209
17690,2011_000163,0,aeroplane,335,164,168,70
17694,2011_002012,0,aeroplane,391,237,320,195
17695,2009_000902,0,person,500,255,333,1
17697,2008_001133,0,sofa,388,1,347,184
17698,2008_001133,1,sofa,317,1,375,265
17699,2008_008671,1,person,500,196,375,1
17707,2008_008103,0,sofa,500,206,375,174
17709,2008_001899,1,person,373,218,285,19
17715,2008_004739,0,aeroplane,465,23,285,92
17731,2008_006660,3,sofa,115,22,375,248
17739,2008_007218,0,sofa,500,1,360,106
17753,2012_001677,0,person,386,324,242,153
17760,2011_007036,0,person,356,9,484,91
17765,2011_001447,2,person,180,21,375,101
17770,2011_000981,1,sofa,374,1,484,1
17786,2008_003081,0,person,294,224,249,152
17794,2010_006032,0,aeroplane,500,1,334,1
17805,2010_002532,0,aeroplane,389,36,210,109
17806,2007_007523,0,bird,498,248,142,51
17807,2009_000692,0,bird,466,175,271,79
17809,2010_006754,0,person,199,120,338,90
17814,2011_000765,0,sofa,437,46,335,21
17825,2011_000017,0,bird,500,143,375,39
17830,2010_003610,0,bird,137,78,150,87
17840,2012_002154,3,person,402,306,324,130
17841,2009_002536,0,bird,259,209,203,144
17843,2008_005631,0,aeroplane,317,79,198,130
17861,2011_003091,0,bird,373,187,329,12
17862,2008_008467,0,aeroplane,166,57,101,66
17863,2008_008467,1,aeroplane,235,130,138,105
17864,2008_008467,2,aeroplane,301,198,177,144
17865,2008_008467,3,aeroplane,362,261,216,186
17866,2008_008467,4,aeroplane,415,319,258,227
17871,2012_000031,0,person,219,25,360,149
17874,2012_004257,0,person,292,236,236,162
17879,2009_002522,2,sofa,500,183,323,102
17886,2009_004153,0,aeroplane,273,217,227,172
17892,2007_007084,0,bird,389,157,315,109
17911,2008_000775,1,sofa,500,1,375,1
17914,2009_001765,0,bird,344,178,246,93
17918,2011_001862,4,sofa,257,1,375,249
17956,2007_002895,0,person,419,388,339,194
17958,2010_006542,0,person,322,56,437,82
17960,2009_003199,0,aeroplane,499,5,255,96
17961,2009_003199,1,aeroplane,500,373,240,193
17987,2009_004812,0,aeroplane,472,35,272,106
17990,2010_001205,0,aeroplane,276,135,191,64
18001,2011_001133,0,aeroplane,377,206,280,140
18012,2012_000790,0,person,235,1,375,33
18013,2010_004423,0,aeroplane,384,63,214,113
18039,2007_000738,0,aeroplane,496,1,235,124
18041,2009_003837,0,bird,402,115,220,62
18049,2008_002199,7,person,290,252,303,177
18051,2009_004180,0,sofa,500,161,389,261
18052,2009_004180,2,sofa,500,387,500,375
18059,2007_002107,0,aeroplane,449,408,257,243
18060,2010_001201,0,bird,332,212,323,102
18066,2010_002708,2,person,227,169,268,141
18072,2010_005715,0,aeroplane,443,62,236,130
18092,2008_003522,1,person,500,1,333,1
18093,2009_002254,0,aeroplane,494,9,274,111
18094,2009_002254,1,aeroplane,402,313,179,156
18097,2009_004625,0,bird,294,161,336,99
18098,2010_006585,0,person,199,143,282,131
18106,2011_005382,0,person,375,64,500,6
18107,2008_007022,0,bird,293,246,171,147
18108,2010_002085,0,aeroplane,500,1,374,107
18116,2009_001775,1,sofa,500,218,372,193
18117,2011_001872,0,aeroplane,215,88,213,173
18118,2011_001872,1,aeroplane,439,379,214,200
18119,2008_004271,0,sofa,317,181,333,207
18122,2011_001866,0,bird,428,1,400,21
18128,2011_003917,1,person,274,254,215,163
18141,2011_000991,1,person,493,367,375,63
18155,2011_007026,0,person,251,101,467,75
18171,2011_002638,0,aeroplane,492,365,135,89
18172,2011_002638,1,aeroplane,382,242,152,103
18173,2011_002638,2,aeroplane,475,17,252,158
18183,2010_001995,0,bird,375,1,498,170
18186,2012_000586,0,person,344,74,421,50
18187,2011_003254,2,sofa,66,1,464,267
18188,2011_005625,0,person,427,299,375,192
18189,2008_006843,1,sofa,500,1,333,1
18192,2010_000335,0,bird,305,243,176,144
18194,2012_004086,1,person,419,63,500,56
18199,2011_004513,0,person,375,1,500,55
18220,2010_001017,0,aeroplane,342,114,306,130
18222,2011_005619,0,person,133,66,323,117
18223,2011_005619,1,person,179,109,305,102
18228,2010_004184,0,aeroplane,491,8,214,102
18240,2009_000133,0,aeroplane,383,111,234,144
18245,2008_008113,2,person,56,34,256,167
18255,2008_002358,0,aeroplane,489,8,223,87
18256,2011_001480,0,aeroplane,459,13,257,75
18259,2009_002056,0,bird,378,140,446,81
18262,2008_007546,0,bird,206,132,249,93
18265,2009_001577,0,sofa,445,1,332,1
18271,2008_001679,0,bird,448,92,456,98
18274,2009_004369,1,person,8,1,252,200
18279,2008_000573,3,person,104,1,254,1
18284,2008_008649,2,sofa,500,296,375,192
18285,2008_008649,3,sofa,159,1,371,231
18295,2008_003683,0,bird,314,215,352,133
18300,2008_006923,0,bird,279,22,500,55
18301,2008_006923,1,bird,333,180,475,197
18302,2010_004033,0,person,268,175,313,89
18306,2009_000084,0,aeroplane,500,1,334,38
18316,2010_004741,0,sofa,330,95,228,95
18320,2010_004741,4,person,199,85,316,142
18321,2008_007397,0,aeroplane,334,95,235,110
18328,2008_001080,1,person,333,312,450,380
18336,2011_000629,0,aeroplane,500,1,278,47
18342,2008_003697,1,sofa,161,1,500,290
18343,2008_003697,2,person,375,298,482,190
18345,2010_000241,0,bird,424,144,290,58
18347,2011_002016,0,bird,326,210,347,78
18355,2007_004166,5,sofa,99,1,332,199
18356,2011_006270,0,person,357,221,375,77
18358,2009_002877,0,bird,319,24,500,165
18360,2011_004301,1,person,298,232,151,31
18367,2011_006502,1,person,434,321,300,179
18368,2011_000173,0,sofa,210,1,474,274
18390,2009_002888,0,aeroplane,213,2,248,142
18391,2009_002888,1,aeroplane,305,89,211,96
18392,2009_002888,2,aeroplane,498,183,186,52
18398,2010_001836,0,aeroplane,348,257,180,157
18399,2008_008073,0,bird,200,73,318,180
18400,2008_008073,1,bird,99,2,237,202
18402,2008_001731,0,person,367,249,375,37
18406,2008_004885,0,aeroplane,375,22,211,96
18410,2008_003132,2,person,156,115,264,125
18419,2012_002568,0,person,418,123,375,5
18436,2008_004661,0,sofa,471,215,333,208
18443,2010_004966,5,aeroplane,318,182,150,99
18445,2008_001719,0,aeroplane,376,49,220,21
18451,2008_000361,0,bird,405,67,334,62
18456,2008_005796,0,aeroplane,500,1,290,63
18458,2011_000359,0,aeroplane,284,1,355,249
18462,2008_007181,3,person,82,49,295,229
18464,2010_004557,2,aeroplane,493,154,167,56
18471,2011_002228,0,bird,427,115,323,47
18476,2008_002947,4,person,134,46,213,76
18498,2008_007195,0,aeroplane,500,101,298,55
18516,2010_001413,0,aeroplane,471,34,228,114
18527,2008_007817,0,bird,195,130,125,49
18548,2008_008271,0,sofa,432,1,288,95
18550,2007_001585,1,sofa,425,6,341,180
18555,2010_004594,7,person,32,1,302,230
18557,2011_001084,0,bird,372,25,272,104
18558,2009_003994,0,aeroplane,456,38,268,92
18560,2009_004023,0,bird,297,110,395,126
18568,2008_008517,0,sofa,500,8,375,135
18582,2009_002320,0,aeroplane,355,192,186,74
18589,2009_000251,0,sofa,479,231,375,200
18596,2008_007618,0,aeroplane,437,65,206,91
18603,2009_003002,0,bird,326,120,204,94
18605,2012_003460,1,person,313,227,296,202
18606,2010_002873,0,bird,355,86,248,136
18607,2009_001615,1,person,338,200,347,100
18608,2012_000169,0,person,287,242,220,125
18621,2009_003003,2,person,353,282,96,1
18632,2009_001166,0,bird,391,17,375,51
18646,2009_000536,0,bird,390,272,251,180
18647,2009_000536,1,bird,226,49,232,168
18655,2010_005847,2,person,450,223,370,171
18656,2010_005847,3,sofa,115,1,334,98
18658,2011_002598,3,person,268,112,320,73
18660,2008_006249,0,aeroplane,93,40,135,96
18666,2007_002099,0,aeroplane,500,1,331,92
18668,2010_006382,0,person,500,220,375,181
18669,2009_003995,0,sofa,142,23,225,166
18678,2010_000095,2,person,89,10,324,156
18687,2011_000416,2,person,163,2,360,25
18688,2011_000416,4,person,480,438,360,177
18690,2007_009655,0,sofa,375,24,500,113
18692,2010_005106,0,aeroplane,500,80,281,148
18696,2011_005208,1,person,179,117,320,99
18700,2011_000364,1,sofa,311,1,270,101
18701,2011_000364,2,sofa,488,1,375,239
18708,2010_003563,1,person,297,84,474,111
18712,2012_002970,2,person,117,64,246,96
18716,2008_001283,1,bird,458,419,153,121
18717,2008_001283,2,bird,304,282,131,105
18729,2010_004556,0,bird,448,297,211,82
18736,2009_001199,1,aeroplane,453,1,196,60
18742,2010_004230,0,bird,370,332,55,13
18743,2010_004230,1,bird,433,394,186,162
18744,2010_004230,2,bird,100,45,168,141
18745,2008_000189,0,person,306,254,117,82
18747,2010_004967,1,sofa,500,1,375,1
18750,2008_005218,3,person,269,181,405,130
18768,2009_002645,0,bird,338,1,500,21
18770,2008_001724,1,person,274,1,500,162
18772,2009_000052,0,aeroplane,414,103,220,101
18778,2010_004783,2,sofa,353,144,309,142
18779,2009_000734,0,aeroplane,484,8,221,55
18781,2009_004552,0,bird,325,170,325,72
18783,2008_003655,0,aeroplane,417,1,263,173
18786,2010_001189,0,sofa,471,191,339,184
18806,2008_004648,0,aeroplane,406,135,333,247
18807,2008_004648,1,aeroplane,500,71,226,91
